,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0,1.5040369033813477,2.4578053951263428,1.0745751857757568,2.13812255859375
1,1.3572487831115723,2.332726240158081,1.0113084316253662,2.077044725418091
2,1.3251899480819702,2.3278238773345947,0.9995085597038269,2.093329906463623
3,1.2968575954437256,2.2916083335876465,1.0012080669403076,2.099619150161743
4,1.2723594903945923,2.2691705226898193,0.9971283078193665,2.107652425765991
5,1.2421660423278809,2.256941080093384,0.9861508011817932,2.1034469604492188
6,1.2123279571533203,2.206099510192871,0.9704770445823669,2.0904579162597656
7,1.1921813488006592,2.2069907188415527,0.9607465863227844,2.0803749561309814
8,1.1754828691482544,2.1909024715423584,0.9661228656768799,2.0699472427368164
9,1.1675162315368652,2.1744537353515625,0.9783514142036438,2.0611279010772705
10,1.1607308387756348,2.1809396743774414,0.9589850902557373,2.0501837730407715
11,1.1482080221176147,2.170196533203125,0.9465062022209167,2.040332794189453
12,1.1416079998016357,2.1552939414978027,0.9584134817123413,2.0366592407226562
13,1.1118507385253906,2.117692708969116,0.953803539276123,2.0315208435058594
14,1.1072897911071777,2.1307461261749268,0.9558889865875244,2.027026891708374
15,1.1057746410369873,2.1208882331848145,0.9581291675567627,2.02583646774292
16,1.0978330373764038,2.11942720413208,0.9569892883300781,2.025134801864624
17,1.0939031839370728,2.1135826110839844,0.9429036378860474,2.0187108516693115
18,1.0802457332611084,2.10834002494812,0.9406178593635559,2.016021251678467
19,1.0920488834381104,2.1059889793395996,0.9479364156723022,2.0153396129608154
20,1.0847997665405273,2.109210968017578,0.9523250460624695,2.0156919956207275
21,1.0617225170135498,2.0874404907226562,0.9490757584571838,2.0169811248779297
22,1.0716902017593384,2.094388484954834,0.9428813457489014,2.014066457748413
23,1.062738299369812,2.0705480575561523,0.9440080523490906,2.012554168701172
24,1.0629914999008179,2.095082998275757,0.9430773854255676,2.0096821784973145
25,1.0541154146194458,2.0707435607910156,0.9470330476760864,2.0080862045288086
26,1.0587307214736938,2.0828404426574707,0.956617534160614,2.014586925506592
27,1.0542519092559814,2.0870795249938965,0.9465754628181458,2.009282350540161
28,1.0388760566711426,2.0706915855407715,0.9382163882255554,2.0089852809906006
29,1.0338349342346191,2.048179864883423,0.9414997696876526,2.0093300342559814
30,1.0264066457748413,2.040227174758911,0.9462331533432007,2.0116405487060547
31,1.0358306169509888,2.065988302230835,0.9503315687179565,2.010416030883789
32,1.020320177078247,2.0497913360595703,0.9461712837219238,2.010769844055176
33,1.0283759832382202,2.0358388423919678,0.9467567801475525,2.013033390045166
34,1.0208165645599365,2.0608482360839844,0.9467158913612366,2.015852928161621
35,1.0299683809280396,2.071439504623413,0.9477021098136902,2.0160586833953857
36,1.0245599746704102,2.066213846206665,0.9455336332321167,2.0149521827697754
37,1.015548825263977,2.056164026260376,0.9468333125114441,2.017897367477417
38,1.0194367170333862,2.0637195110321045,0.9399030208587646,2.0163745880126953
39,1.0078513622283936,2.0440402030944824,0.9451523423194885,2.019540548324585
40,1.0189836025238037,2.070399284362793,0.9407918453216553,2.0215394496917725
41,1.0086922645568848,2.0512406826019287,0.9370202422142029,2.018303394317627
42,1.0098921060562134,2.049031972885132,0.9360405206680298,2.0176825523376465
43,1.0115472078323364,2.060837507247925,0.9338011741638184,2.0188052654266357
44,1.0036808252334595,2.055190324783325,0.9355258941650391,2.019845962524414
45,0.9960476160049438,2.0396878719329834,0.9346039891242981,2.0204946994781494
46,0.9958277344703674,2.0194554328918457,0.9452796578407288,2.021587610244751
47,0.9964808225631714,2.0456864833831787,0.9380529522895813,2.0186538696289062
48,1.0038365125656128,2.0523836612701416,0.9325510263442993,2.0216567516326904
49,1.0041056871414185,2.0597994327545166,0.9317712783813477,2.022815227508545
50,1.000847339630127,2.0669267177581787,0.9318139553070068,2.023869752883911
51,0.9957104921340942,2.047938585281372,0.934856116771698,2.023390054702759
52,0.9921141862869263,2.052461862564087,0.9334139227867126,2.0244555473327637
53,0.9987217783927917,2.0464043617248535,0.9348438382148743,2.0245721340179443
54,1.0015923976898193,2.066941738128662,0.9300505518913269,2.026824712753296
55,1.00240957736969,2.081714153289795,0.9285261631011963,2.028820276260376
56,0.9906067848205566,2.056939125061035,0.935517430305481,2.0258781909942627
57,0.9952017664909363,2.0605008602142334,0.9300963282585144,2.026040554046631
58,0.9855461120605469,2.049880027770996,0.9267752170562744,2.0274078845977783
59,0.9909588098526001,2.04752779006958,0.9338667988777161,2.0254805088043213
60,0.9853813052177429,2.045421600341797,0.9295719861984253,2.0264151096343994
61,0.9793472290039062,2.0454583168029785,0.9374547004699707,2.0254905223846436
62,0.9879918694496155,2.050689697265625,0.9340605735778809,2.025628089904785
63,0.9889159798622131,2.066470146179199,0.932145893573761,2.0245444774627686
64,0.9783796072006226,2.046396493911743,0.9326664805412292,2.027710199356079
65,0.985335648059845,2.0578479766845703,0.9370167255401611,2.0268499851226807
66,0.9844045042991638,2.0524215698242188,0.9326618909835815,2.0253560543060303
67,0.9818996787071228,2.050139904022217,0.9280100464820862,2.0266716480255127
68,0.9754834771156311,2.0371851921081543,0.9300074577331543,2.026280164718628
69,0.9738680124282837,2.0358998775482178,0.9314893484115601,2.0237491130828857
70,0.9751796126365662,2.0308194160461426,0.9281073212623596,2.0267908573150635
71,0.9702666997909546,2.0343804359436035,0.9262387156486511,2.0270776748657227
72,0.9782194495201111,2.0619637966156006,0.9229129552841187,2.030766487121582
73,0.9683831334114075,2.0540225505828857,0.924778163433075,2.0302226543426514
74,0.9708402752876282,2.0305750370025635,0.9299801588058472,2.0305283069610596
75,0.9813889265060425,2.0554025173187256,0.9295109510421753,2.033104658126831
76,0.9723603129386902,2.0474016666412354,0.9246730804443359,2.0321767330169678
77,0.9736263155937195,2.0542519092559814,0.9244014024734497,2.0312652587890625
78,0.971764326095581,2.0443854331970215,0.9285111427307129,2.0324504375457764
79,0.9674014449119568,2.0498151779174805,0.926017165184021,2.034574270248413
80,0.971714198589325,2.0629563331604004,0.9216309189796448,2.0363709926605225
81,0.9730778336524963,2.0442488193511963,0.9263495802879333,2.0343739986419678
82,0.9679053425788879,2.0487916469573975,0.9282310009002686,2.033156633377075
83,0.9655013680458069,2.0503792762756348,0.9264323711395264,2.033130168914795
84,0.9595034122467041,2.0314559936523438,0.9234222769737244,2.0332834720611572
85,0.9637394547462463,2.0423426628112793,0.9309591054916382,2.033264398574829
86,0.9598273634910583,2.031670093536377,0.9327152967453003,2.0348048210144043
87,0.9716736078262329,2.0496575832366943,0.9236141443252563,2.036088705062866
88,0.9631732106208801,2.0358195304870605,0.9220662713050842,2.0334436893463135
89,0.961536169052124,2.040170907974243,0.9221581220626831,2.0341567993164062
90,0.9677489995956421,2.0597150325775146,0.9242972135543823,2.033897876739502
91,0.9675813317298889,2.0450713634490967,0.927277684211731,2.0333197116851807
92,0.9639692902565002,2.054647207260132,0.9259610772132874,2.034390926361084
93,0.9659395813941956,2.049651622772217,0.9274991750717163,2.032196283340454
94,0.9562172293663025,2.0362942218780518,0.9234541654586792,2.0346951484680176
95,0.9605057835578918,2.04054594039917,0.9247598648071289,2.034087896347046
96,0.9531015157699585,2.03877592086792,0.9268162250518799,2.0316925048828125
97,0.9601317644119263,2.0437886714935303,0.9238470792770386,2.033750295639038
98,0.9557223916053772,2.0501208305358887,0.9229323863983154,2.034898281097412
99,0.9584110379219055,2.0535528659820557,0.9243165254592896,2.032784938812256
100,0.9510332345962524,2.026930809020996,0.923026978969574,2.0343270301818848
101,0.9611164331436157,2.0533406734466553,0.9212011694908142,2.033123731613159
102,0.9607112407684326,2.042524814605713,0.9196569919586182,2.033629894256592
103,0.9632408618927002,2.055783271789551,0.9225715398788452,2.0328640937805176
104,0.9556868076324463,2.036123037338257,0.9246375560760498,2.03298020362854
105,0.9546725749969482,2.034670829772949,0.9271658658981323,2.032602548599243
106,0.9596104621887207,2.0603365898132324,0.9259624481201172,2.0318949222564697
107,0.9519973397254944,2.031646251678467,0.9245436787605286,2.03413724899292
108,0.9597759246826172,2.0502099990844727,0.9226418733596802,2.0325379371643066
109,0.9539413452148438,2.0382096767425537,0.9228993058204651,2.0331873893737793
110,0.9584651589393616,2.0534448623657227,0.9212738871574402,2.03303599357605
111,0.9601116180419922,2.0590834617614746,0.9216777682304382,2.0321943759918213
112,0.9454943537712097,2.025899887084961,0.9231685996055603,2.0314855575561523
113,0.9501912593841553,2.040010929107666,0.9222835898399353,2.0321993827819824
114,0.9483422636985779,2.042996406555176,0.9218484163284302,2.0332181453704834
115,0.9547975063323975,2.0455539226531982,0.9196079969406128,2.0305824279785156
116,0.949529230594635,2.041273355484009,0.923981785774231,2.0314736366271973
117,0.9516525864601135,2.0404646396636963,0.9213966131210327,2.034061908721924
118,0.9537885189056396,2.0498030185699463,0.9220110774040222,2.034322500228882
119,0.9552803039550781,2.0433194637298584,0.9241255521774292,2.0320467948913574
120,0.9431540369987488,2.0279417037963867,0.9208062291145325,2.035813331604004
121,0.9463674426078796,2.032102108001709,0.9233102798461914,2.0349714756011963
122,0.9503792524337769,2.0426526069641113,0.9249865412712097,2.0342209339141846
123,0.9468827247619629,2.045856237411499,0.9247991442680359,2.0332610607147217
124,0.953696072101593,2.0436620712280273,0.9214125275611877,2.0345118045806885
125,0.9499262571334839,2.0453574657440186,0.921455442905426,2.0355160236358643
126,0.948451042175293,2.035062551498413,0.9198232889175415,2.0347092151641846
127,0.9511817693710327,2.0484163761138916,0.9199424982070923,2.0355749130249023
128,0.9456438422203064,2.0480363368988037,0.9223077893257141,2.035414934158325
129,0.9450488090515137,2.0343894958496094,0.9231427311897278,2.035836935043335
130,0.9456412196159363,2.0235180854797363,0.922355055809021,2.036328077316284
131,0.9488188624382019,2.0519070625305176,0.9205135107040405,2.0369672775268555
132,0.9484215378761292,2.045978546142578,0.9217260479927063,2.0373077392578125
133,0.9372544288635254,2.0339856147766113,0.9239940047264099,2.0350213050842285
134,0.9428873062133789,2.0269417762756348,0.9218929409980774,2.0354764461517334
135,0.9437618851661682,2.0455470085144043,0.9198958873748779,2.0345027446746826
136,0.9414615631103516,2.031704902648926,0.9192494750022888,2.0363352298736572
137,0.9364550709724426,2.031972885131836,0.9212666749954224,2.0344090461730957
138,0.9392070770263672,2.0339643955230713,0.9223506450653076,2.0359034538269043
139,0.9380807280540466,2.040618419647217,0.9205890893936157,2.0354437828063965
140,0.9460867643356323,2.0519018173217773,0.9203333854675293,2.0352141857147217
141,0.9451821446418762,2.0378713607788086,0.9212440848350525,2.034360647201538
142,0.9424533843994141,2.0308499336242676,0.9211978912353516,2.0349695682525635
143,0.9417238235473633,2.036440849304199,0.9203618764877319,2.036802053451538
144,0.9453748464584351,2.0320160388946533,0.9208011031150818,2.035583257675171
145,0.9442220330238342,2.0459704399108887,0.9205377697944641,2.034898042678833
146,0.9350488185882568,2.021735668182373,0.9229614734649658,2.034980535507202
147,0.939872682094574,2.0419294834136963,0.9225016832351685,2.0364794731140137
148,0.9368903040885925,2.040745735168457,0.9226665496826172,2.0367414951324463
149,0.9432549476623535,2.044691801071167,0.9213957786560059,2.0356791019439697
150,0.941430389881134,2.0362226963043213,0.9198126792907715,2.0363471508026123
151,0.9454501271247864,2.045515537261963,0.921196699142456,2.036738157272339
152,0.9370354413986206,2.0505118370056152,0.9211008548736572,2.0346033573150635
153,0.939788281917572,2.030625104904175,0.9199203848838806,2.0359559059143066
154,0.9352535605430603,2.030377149581909,0.9200223684310913,2.035404920578003
155,0.9411329030990601,2.0253539085388184,0.9188897609710693,2.0360541343688965
156,0.9325013756752014,2.0372562408447266,0.9199129939079285,2.036816358566284
